image,target_hazard_score,target_label,predicted_hazard_score,predicted_label,score_bin,abs_error
/content/drive/MyDrive/Offical Project.v8i.coco/test/_panoid_-2yEbA_Nn547hSIMJqXFmg_heading_99_pitch_6_png.rf.5be238b93a6732100db7647307a4ea1d.jpg,0.880797,1,0.05883587524294853,0,"(-0.001, 0.1]",0.8219611247570515
/content/drive/MyDrive/Offical Project.v8i.coco/test/_panoid_-7sXe2fK7eOB22wHDnSwFw_heading_14_pitch_-5_png.rf.6a7fc976678315ff422f16d23e912cde.jpg,0.880797,1,0.06237928196787834,0,"(-0.001, 0.1]",0.8184177180321217
/content/drive/MyDrive/Offical Project.v8i.coco/test/_panoid_-ofjwRvu_CtaQiBRxLgxDQ_heading_338_pitch_-3_png.rf.7f54e6748c543bac375d8f2a81e45f1c.jpg,0.880797,1,0.06272204965353012,0,"(-0.001, 0.1]",0.8180749503464699
/content/drive/MyDrive/Offical Project.v8i.coco/test/_panoid_1kw0ZFLJ32r_OLK-Ia2xnA_heading_91_pitch_-3_png.rf.076fe050f7af1d260ba8402626891e0b.jpg,0.0,0,0.8171008229255676,1,"(0.8, 0.9]",0.8171008229255676
/content/drive/MyDrive/Offical Project.v8i.coco/test/_panoid_-ftdGaOnaAI3sR3CVaXHug_heading_209_pitch_3_png.rf.91a1f2f95ab05c8c308f8d3f24a40f83.jpg,0.0,0,0.8168732523918152,1,"(0.8, 0.9]",0.8168732523918152
/content/drive/MyDrive/Offical Project.v8i.coco/test/_panoid_-b0Li0ghCw69rIqfrC1K9g_heading_354_pitch_3_png.rf.c1c8e6b9558018e1103008251d247ed3.jpg,0.880797,1,0.06467787176370621,0,"(-0.001, 0.1]",0.8161191282362938
/content/drive/MyDrive/Offical Project.v8i.coco/test/_panoid_0MT7uKx2EFA-sfYsBC53WQ_heading_174_pitch_-1_png.rf.474095cc73b26ae5b0337453fa835ed2.jpg,0.880797,1,0.06623759120702744,0,"(-0.001, 0.1]",0.8145594087929726
/content/drive/MyDrive/Offical Project.v8i.coco/test/_panoid_17ca7oEGNgn_fHPHgDsJ0Q_heading_284_pitch_2_png.rf.c9ade587a9a79742ed85ca3609c8cd11.jpg,0.880797,1,0.06870189309120178,0,"(-0.001, 0.1]",0.8120951069087983
/content/drive/MyDrive/Offical Project.v8i.coco/test/_panoid_0ijZGVdVqiV5klj3j2Ougw_heading_141_pitch_-4_png.rf.3f493e7a821ae7ce0202b608da389885.jpg,0.880797,1,0.08593764156103134,0,"(-0.001, 0.1]",0.7948593584389687
/content/drive/MyDrive/Offical Project.v8i.coco/test/_panoid_0UpquI190hfbEnb0pWKRpQ_heading_69_pitch_5_png.rf.ff470b516029880bfeaafee937fe96f9.jpg,0.880797,1,0.0877867192029953,0,"(-0.001, 0.1]",0.7930102807970048
/content/drive/MyDrive/Offical Project.v8i.coco/test/_panoid_87t9dGpU_akNCxFCG2rdSQ_heading_316_pitch_2_png.rf.89a6a9d09dfbd5eee4522c7e0cb957b9.jpg,0.880797,1,0.08974292129278183,0,"(-0.001, 0.1]",0.7910540787072182
/content/drive/MyDrive/Offical Project.v8i.coco/test/_panoid_0t4ruVUNL98E5yr1YdN7cQ_heading_295_pitch_5_png.rf.aaf719a1e7efbebe8a1e31f3662203a0.jpg,0.880797,1,0.09143485128879547,0,"(-0.001, 0.1]",0.7893621487112046
/content/drive/MyDrive/Offical Project.v8i.coco/test/_panoid_1l-3bQTU4CCZs546hFpfIw_heading_171_pitch_-1_png.rf.7b29b4fbcefbfb4b99d0af776dffe0e9.jpg,0.880797,1,0.09607153385877609,0,"(-0.001, 0.1]",0.784725466141224
/content/drive/MyDrive/Offical Project.v8i.coco/test/_panoid_1FItOm3TYjEmkENcaL3mbw_heading_286_pitch_2_png.rf.f174f600fec32f660118723ea9c2c47f.jpg,0.880797,1,0.0983816459774971,0,"(-0.001, 0.1]",0.782415354022503
/content/drive/MyDrive/Offical Project.v8i.coco/test/_panoid_-scr35xyAv-2z8otNJmBuA_heading_208_pitch_-2_png.rf.5e1445af959d20acf60d46ddbdc3c04c.jpg,0.858719,1,0.07848580181598663,0,"(-0.001, 0.1]",0.7802331981840134
/content/drive/MyDrive/Offical Project.v8i.coco/test/_panoid_1oS8uNZfFWTrd-JpqzwYwA_heading_57_pitch_3_png.rf.183a2cc0267b59813d2ac547376b4db4.jpg,0.880797,1,0.10312607884407043,0,"(0.1, 0.2]",0.7776709211559296
/content/drive/MyDrive/Offical Project.v8i.coco/test/_panoid_-lLY6cJ9oeLYngxaH2cQZA_heading_106_pitch_-4_png.rf.4c1b27f3146b8c4bd0cd910289e82931.jpg,0.880797,1,0.104056715965271,0,"(0.1, 0.2]",0.7767402840347291
/content/drive/MyDrive/Offical Project.v8i.coco/test/_panoid_0_p9vg8rkqkZEVXZ-NWrkg_heading_235_pitch_0_png.rf.74d82be7a3b832320fc53221a999b4fc.jpg,0.0,0,0.7745745182037354,1,"(0.7, 0.8]",0.7745745182037354
/content/drive/MyDrive/Offical Project.v8i.coco/test/_panoid_0ni5XvzDBEbYnp9zpGS35w_heading_102_pitch_-2_png.rf.6504bcfa7b77db94e73cf8e7620f9a74.jpg,0.0,0,0.7708605527877808,1,"(0.7, 0.8]",0.7708605527877808
/content/drive/MyDrive/Offical Project.v8i.coco/test/_panoid_183LX05oI5XMIgrU3V8BBw_heading_120_pitch_-3_png.rf.69edb13e7d05d385b30b14991df78d56.jpg,0.0,0,0.7707352042198181,1,"(0.7, 0.8]",0.7707352042198181
/content/drive/MyDrive/Offical Project.v8i.coco/test/_panoid_-Ix_vV2eMFYzgAeY7SmGsg_heading_154_pitch_5_png.rf.a6b2680718ab3d926b6ca36e2c9b37a7.jpg,0.880797,1,0.1137547716498375,0,"(0.1, 0.2]",0.7670422283501626
/content/drive/MyDrive/Offical Project.v8i.coco/test/_panoid_2KsLvW6rgG33Ow0AGiUo8w_heading_260_pitch_-1_png.rf.ed2e09529f83027ed3915c62c93bb456.jpg,0.880797,1,0.11476343125104904,0,"(0.1, 0.2]",0.766033568748951
/content/drive/MyDrive/Offical Project.v8i.coco/test/_panoid_4bF10lfcLfeudf9eAVXxKw_heading_101_pitch_-3_png.rf.3eb650db8fa317fd8594f991a33ffd30.jpg,0.0,0,0.7613074779510498,1,"(0.7, 0.8]",0.7613074779510498
/content/drive/MyDrive/Offical Project.v8i.coco/test/_panoid_15Z_wCRNS1youK7axJ3CiA_heading_80_pitch_4_png.rf.7a596bf708abdb86c7069e5bcee44dbb.jpg,0.880797,1,0.13117699325084686,0,"(0.1, 0.2]",0.7496200067491532
/content/drive/MyDrive/Offical Project.v8i.coco/test/_panoid_027gUxqvZTj9619vcZxNlQ_heading_87_pitch_0_png.rf.eefc91f24efa595c2e95e13ab0547f8a.jpg,0.880797,1,0.13451838493347168,0,"(0.1, 0.2]",0.7462786150665284
/content/drive/MyDrive/Offical Project.v8i.coco/test/_panoid_0MT7uKx2EFA-sfYsBC53WQ_heading_3_pitch_-1_png.rf.76f32c40089ea4ff44bb53d24fb1c9b3.jpg,0.880797,1,0.13624805212020874,0,"(0.1, 0.2]",0.7445489478797913
/content/drive/MyDrive/Offical Project.v8i.coco/test/_panoid_08w13lApUPw0QWTUKDGhnw_heading_135_pitch_0_png.rf.0e186fee2a868ced48bc7ac7063363d1.jpg,0.880797,1,0.13975675404071808,0,"(0.1, 0.2]",0.741040245959282
/content/drive/MyDrive/Offical Project.v8i.coco/test/_panoid_1VtncIbSD8Qjqk8v-omdig_heading_182_pitch_-4_png.rf.792aabd5431b87dba629551f872ee4bf.jpg,0.022004,0,0.7599064707756042,1,"(0.7, 0.8]",0.7379024707756042
/content/drive/MyDrive/Offical Project.v8i.coco/test/_panoid_4m8JViOQKwqJZv9g2e7T5A_heading_199_pitch_2_png.rf.64e4be4cf8348e5606b39fd38e2e1e4d.jpg,0.880797,1,0.14822939038276672,0,"(0.1, 0.2]",0.7325676096172333
/content/drive/MyDrive/Offical Project.v8i.coco/test/_panoid_1eMMB01aA_uyCOWecNMRiw_heading_338_pitch_-1_png.rf.87905cbe25abdda2b5b3e9ad89258512.jpg,0.880797,1,0.15305471420288086,0,"(0.1, 0.2]",0.7277422857971192
/content/drive/MyDrive/Offical Project.v8i.coco/test/_panoid_0AxC5-nHbVzpiuud_OCHBA_heading_219_pitch_-4_png.rf.f5b027514235472b36eb13eef602859e.jpg,0.880797,1,0.1541820764541626,0,"(0.1, 0.2]",0.7266149235458375
/content/drive/MyDrive/Offical Project.v8i.coco/test/_panoid_0dZLi4-ZBL7BRymFjRezmg_heading_217_pitch_8_png.rf.11c96f6ac2632d2eb8e6f30ed1d34edc.jpg,0.880797,1,0.15977607667446136,0,"(0.1, 0.2]",0.7210209233255387
/content/drive/MyDrive/Offical Project.v8i.coco/test/_panoid_1OIdSmwxEgXKO_Y3uciDSw_heading_206_pitch_-6_png.rf.4978bcdaf3941ae0c57971b555e7e12d.jpg,0.880797,1,0.1626618355512619,0,"(0.1, 0.2]",0.7181351644487382
/content/drive/MyDrive/Offical Project.v8i.coco/test/_panoid_3AWP-W06Gw3qpWIfDky6rQ_heading_298_pitch_-1_png.rf.10c07dd67858bb4035628a305e8e68bd.jpg,0.880797,1,0.16517890989780426,0,"(0.1, 0.2]",0.7156180901021958
/content/drive/MyDrive/Offical Project.v8i.coco/test/_panoid_0cxmXcchXz2M79KAP7b6Dw_heading_174_pitch_0_png.rf.4caa76149429f79760de0536077f7b04.jpg,0.002981,0,0.7181848883628845,1,"(0.7, 0.8]",0.7152038883628845
/content/drive/MyDrive/Offical Project.v8i.coco/test/_panoid_0MWc4M0gh1GVjDfq0Q9AWA_heading_352_pitch_2_png.rf.f12de1e66aa606db5d8b87d73af45343.jpg,0.880797,1,0.166275754570961,0,"(0.1, 0.2]",0.714521245429039
/content/drive/MyDrive/Offical Project.v8i.coco/test/_panoid_-VyWO8QVlEYsmZr4rfz59Q_heading_175_pitch_4_png.rf.d9dae173084c402ec7be38560b58a5c3.jpg,0.880797,1,0.1700209528207779,0,"(0.1, 0.2]",0.7107760471792222
/content/drive/MyDrive/Offical Project.v8i.coco/test/_panoid_1hxM7AyKbhLWX_ubyK9IsQ_heading_294_pitch_-5_png.rf.9bdf6293fc587839747c98f9dfcd051e.jpg,0.034272,0,0.744331955909729,1,"(0.7, 0.8]",0.710059955909729
/content/drive/MyDrive/Offical Project.v8i.coco/test/_panoid_1fpQ6fODZjMNQgvyAWSMTA_heading_138_pitch_3_png.rf.afb16f16ff034ab774b15332522fe20b.jpg,0.880797,1,0.1733120083808899,0,"(0.1, 0.2]",0.7074849916191102
/content/drive/MyDrive/Offical Project.v8i.coco/test/_panoid_-ICX__-lckvuD6pIuNGq0w_heading_28_pitch_0_png.rf.3770083944adcf50be0c864b23623897.jpg,0.866434,1,0.1616882085800171,0,"(0.1, 0.2]",0.704745791419983
/content/drive/MyDrive/Offical Project.v8i.coco/test/_panoid_-XkV1MQPyLdnHmERIDFgJg_heading_343_pitch_4_png.rf.8c010898bb56a59de506b494e43019a8.jpg,8.2e-05,0,0.7013135552406311,1,"(0.7, 0.8]",0.7012315552406311
/content/drive/MyDrive/Offical Project.v8i.coco/test/_panoid_0AaeHZqzkB7sO4Hzzbvd3Q_heading_134_pitch_-6_png.rf.5c1b7cac1dd63b0ad0fa0c382ba1c16f.jpg,0.880797,1,0.18286733329296112,0,"(0.1, 0.2]",0.6979296667070389
/content/drive/MyDrive/Offical Project.v8i.coco/test/_panoid_-88RWen0ZEa0GjQSnLUhGA_heading_296_pitch_-4_png.rf.daedb93cf3a3efa46e8489d8a65c260a.jpg,0.880797,1,0.18505318462848663,0,"(0.1, 0.2]",0.6957438153715134
/content/drive/MyDrive/Offical Project.v8i.coco/test/_panoid_0eWP6LXAZwtUtWaPzuo2tw_heading_339_pitch_-2_png.rf.755de925cd393e87f09197b3c45ce710.jpg,0.880797,1,0.1881455034017563,0,"(0.1, 0.2]",0.6926514965982438
/content/drive/MyDrive/Offical Project.v8i.coco/test/_panoid_-l1-7ijH7bBVk4MjyM56zg_heading_333_pitch_1_png.rf.705deae93b5529590f55aa64c2bdf8eb.jpg,0.880797,1,0.18916168808937073,0,"(0.1, 0.2]",0.6916353119106293
/content/drive/MyDrive/Offical Project.v8i.coco/test/_panoid_0WbJZOX_4KCByrtyHoHCpw_heading_186_pitch_0_png.rf.04580e3c926d728eaebcb7e1f77ca42b.jpg,0.880797,1,0.19395485520362854,0,"(0.1, 0.2]",0.6868421447963715
/content/drive/MyDrive/Offical Project.v8i.coco/test/_panoid_1A3GgHxojEocQUJYNij6lQ_heading_10_pitch_-9_png.rf.004f1e85cfaf1dc36be9930867c0af23.jpg,0.880797,1,0.19423982501029968,0,"(0.1, 0.2]",0.6865571749897004
/content/drive/MyDrive/Offical Project.v8i.coco/test/_panoid_1r9wZWNi6D9wBhRkTenq3g_heading_113_pitch_1_png.rf.6d653a10b995c17fdddc26c424cc4475.jpg,0.880797,1,0.19571702182292938,0,"(0.1, 0.2]",0.6850799781770707
/content/drive/MyDrive/Offical Project.v8i.coco/test/_panoid_-d09XcHZ6I_pokAVOw07BQ_heading_312_pitch_-1_png.rf.5b875804e567593cc0dc1002039e6a2d.jpg,0.880797,1,0.1962980479001999,0,"(0.1, 0.2]",0.6844989520998002
/content/drive/MyDrive/Offical Project.v8i.coco/test/_panoid_1NytjVQxKVkLgUVYrsg4lg_heading_337_pitch_0_png.rf.f1e34b643769edb3c07d23907717cb8a.jpg,0.880797,1,0.19898591935634613,0,"(0.1, 0.2]",0.6818110806436539
/content/drive/MyDrive/Offical Project.v8i.coco/test/_panoid_0mdJFq-TGIy_iN68OXa9bA_heading_116_pitch_-3_png.rf.dae8f9c9a1be7790507e805007045e33.jpg,0.880797,1,0.2040860950946808,0,"(0.2, 0.3]",0.6767109049053193
/content/drive/MyDrive/Offical Project.v8i.coco/test/_panoid_04wyIz9qfV7HMRGy7sQjDQ_heading_210_pitch_-3_png.rf.6e645c32c0da5b80bdb2582af0528ac5.jpg,0.880797,1,0.20479440689086914,0,"(0.2, 0.3]",0.6760025931091309
/content/drive/MyDrive/Offical Project.v8i.coco/test/_panoid_1m0kRYI61Qyp_nWMTbpeFw_heading_238_pitch_-4_png.rf.b9e002290fb49cbc3508d553d0a1e46e.jpg,0.695958,1,0.020252902060747147,0,"(-0.001, 0.1]",0.6757050979392528
/content/drive/MyDrive/Offical Project.v8i.coco/test/_panoid_6p-lRCqWIOMIe8lzqQMRYA_heading_298_pitch_-2_png.rf.6a5a961b9956bd8e3b100887fb3e0b54.jpg,0.880797,1,0.20610575377941132,0,"(0.2, 0.3]",0.6746912462205887
/content/drive/MyDrive/Offical Project.v8i.coco/test/_panoid_0_bHIccg2SqC3CMLD1OYHA_heading_33_pitch_0_png.rf.98bf4f374781b811bd12330737b50dbb.jpg,7e-06,0,0.6716627478599548,1,"(0.6, 0.7]",0.6716557478599549
/content/drive/MyDrive/Offical Project.v8i.coco/test/_panoid_-vXn0sfrzvYjlb2fQ4kAMg_heading_143_pitch_7_png.rf.6a8dbcc5a11b1f048d3156ab8727d2f4.jpg,0.880797,1,0.20915687084197998,0,"(0.2, 0.3]",0.6716401291580201
/content/drive/MyDrive/Offical Project.v8i.coco/test/_panoid_-pivXYZi1S-R4REGiuCibQ_heading_330_pitch_-1_png.rf.be5f03edea7dc472c6d3baa4d93a4731.jpg,0.880797,1,0.20926010608673096,0,"(0.2, 0.3]",0.6715368939132691
/content/drive/MyDrive/Offical Project.v8i.coco/test/_panoid_033RKm6myy8hxXYt0PlQHw_heading_53_pitch_0_png.rf.ab20333b188a9da94fefcc11c16e4c6b.jpg,0.010564,0,0.6813123822212219,1,"(0.6, 0.7]",0.6707483822212219
/content/drive/MyDrive/Offical Project.v8i.coco/test/_panoid_6wTw1IdLiG2A5cNYiP_DSQ_heading_238_pitch_0_png.rf.37571ea2a382db3ac29ebeb810174eb7.jpg,0.880797,1,0.21139442920684814,0,"(0.2, 0.3]",0.6694025707931519
/content/drive/MyDrive/Offical Project.v8i.coco/test/_panoid_0g08_DNAxDL1kne6S6se4g_heading_301_pitch_-2_png.rf.d383018c7fbebd289af5236aa9ee2321.jpg,0.880797,1,0.21154481172561646,0,"(0.2, 0.3]",0.6692521882743836
/content/drive/MyDrive/Offical Project.v8i.coco/test/_panoid_-VyWO8QVlEYsmZr4rfz59Q_heading_123_pitch_4_png.rf.853b74b51e717db4946c61c106386e20.jpg,0.880797,1,0.21946929395198822,0,"(0.2, 0.3]",0.6613277060480118
/content/drive/MyDrive/Offical Project.v8i.coco/test/_panoid_4t0Kf876XppjcFtPof4h4Q_heading_54_pitch_0_png.rf.e36e981299d3b7f91f56884f37400cbc.jpg,0.834848,1,0.17365339398384094,0,"(0.1, 0.2]",0.6611946060161591
/content/drive/MyDrive/Offical Project.v8i.coco/test/_panoid_1JcU_7LkGOqiDHLtg1TMmw_heading_292_pitch_2_png.rf.3c8f48aec0a54939cc0613e4d5893334.jpg,1e-06,0,0.6609739065170288,1,"(0.6, 0.7]",0.6609729065170288
/content/drive/MyDrive/Offical Project.v8i.coco/test/_panoid_0Z331ifvP3Tf4B-Rd9iolA_heading_161_pitch_4_png.rf.db73b0d18e79c5fe9ade810d5de4fb0a.jpg,0.880797,1,0.22880235314369202,0,"(0.2, 0.3]",0.651994646856308
/content/drive/MyDrive/Offical Project.v8i.coco/test/_panoid_0_1oQIqaptJqNPxJxheDVA_heading_95_pitch_-3_png.rf.d2c1d84816b07ff7a791c4248caec03a.jpg,0.880797,1,0.23140855133533478,0,"(0.2, 0.3]",0.6493884486646653
/content/drive/MyDrive/Offical Project.v8i.coco/test/_panoid_0gZxSd49DdgTwzOOCeFtMQ_heading_141_pitch_1_png.rf.6e9005dd642292524cbe0c9297815c72.jpg,0.880797,1,0.23284605145454407,0,"(0.2, 0.3]",0.647950948545456
/content/drive/MyDrive/Offical Project.v8i.coco/test/_panoid_3MQdGNB9talIQGSxSIkAKw_heading_333_pitch_-5_png.rf.0c7c9939561136faaff9860cbec8ad40.jpg,0.880797,1,0.2337949126958847,0,"(0.2, 0.3]",0.6470020873041153
/content/drive/MyDrive/Offical Project.v8i.coco/test/_panoid_-PkTtGyv1j_wawaMn7UsRQ_heading_301_pitch_-2_png.rf.80c332cb1dfca3918e77f95dd7a00d1d.jpg,0.880797,1,0.23383259773254395,0,"(0.2, 0.3]",0.6469644022674561
/content/drive/MyDrive/Offical Project.v8i.coco/test/_panoid_3ITyQH2XOch_ZO-jSc2aUA_heading_226_pitch_-2_png.rf.62ff77c2822440a45d5a02f28951945e.jpg,0.880797,1,0.23420776426792145,0,"(0.2, 0.3]",0.6465892357320786
/content/drive/MyDrive/Offical Project.v8i.coco/test/_panoid_-ayRT2EZ7nhtWOxZOzHY1Q_heading_265_pitch_-3_png.rf.d5a328e7240c3135520c031bfb564796.jpg,0.0,0,0.6458249688148499,1,"(0.6, 0.7]",0.6458249688148499
/content/drive/MyDrive/Offical Project.v8i.coco/test/_panoid_-K48-2olfNy4Nym3lgkTOg_heading_250_pitch_-1_png.rf.426d61f58d46f3e1ca7e32778309ba82.jpg,0.880797,1,0.2356460690498352,0,"(0.2, 0.3]",0.6451509309501648
/content/drive/MyDrive/Offical Project.v8i.coco/test/_panoid_1NJDUTLGfpupHEg-byW1NQ_heading_243_pitch_-2_png.rf.1f71b050e43d76fa770fc6aa433bc8d2.jpg,1.7e-05,0,0.6451132297515869,1,"(0.6, 0.7]",0.6450962297515869
/content/drive/MyDrive/Offical Project.v8i.coco/test/_panoid_2RwA_OsvV2XT_a4SkTrvhw_heading_313_pitch_1_png.rf.354cb50f5986520389336bbce7b26da9.jpg,0.880797,1,0.2362247109413147,0,"(0.2, 0.3]",0.6445722890586854
/content/drive/MyDrive/Offical Project.v8i.coco/test/_panoid_0nNnjC4TFCD8TZTiGPiCIg_heading_78_pitch_-5_png.rf.ab98e9dd8248338f6f0d2bcafa83f5e1.jpg,0.096934,0,0.7372013330459595,1,"(0.7, 0.8]",0.6402673330459595
/content/drive/MyDrive/Offical Project.v8i.coco/test/_panoid_-DY7zfudcviu8d63OdJr1w_heading_298_pitch_-5_png.rf.dccd578c2880c2c701b858e7ec40d6c4.jpg,0.880797,1,0.24076256155967712,0,"(0.2, 0.3]",0.6400344384403229
/content/drive/MyDrive/Offical Project.v8i.coco/test/_panoid_1mXwnGE4kLvVSeXEg94j7g_heading_164_pitch_-5_png.rf.716e578f0d1a3e853f1537a791308662.jpg,0.044019,0,0.683613121509552,1,"(0.6, 0.7]",0.639594121509552
/content/drive/MyDrive/Offical Project.v8i.coco/test/_panoid_1JAaEBKKjbntul96t_pNNg_heading_40_pitch_-2_png.rf.3bce6046e408b0ea490a3a2314a149ea.jpg,0.880797,1,0.24751213192939758,0,"(0.2, 0.3]",0.6332848680706025
/content/drive/MyDrive/Offical Project.v8i.coco/test/_panoid_-TBqyIsrW8bkXyUQqud4sQ_heading_341_pitch_4_png.rf.402cebc3d4e667cf0b8ed36c103c2e29.jpg,0.0,0,0.6324040293693542,1,"(0.6, 0.7]",0.6324040293693542
/content/drive/MyDrive/Offical Project.v8i.coco/test/_panoid_2VSfIp9k_5J0x8G1cORtMw_heading_232_pitch_-2_png.rf.ecdca995a7451687a927f6429d635e4a.jpg,0.880797,1,0.2486930638551712,0,"(0.2, 0.3]",0.6321039361448288
/content/drive/MyDrive/Offical Project.v8i.coco/test/_panoid_12e2l2yC09UUss5PG7iwjQ_heading_130_pitch_0_png.rf.81140f45e28650a6f3e59f0ac910d9f6.jpg,0.880797,1,0.24927006661891937,0,"(0.2, 0.3]",0.6315269333810807
/content/drive/MyDrive/Offical Project.v8i.coco/test/_panoid_1cpKoqSQpt5NbZyBrkiXWA_heading_232_pitch_0_png.rf.16d45837aedfd4f1c1864ece5d1accc6.jpg,0.880797,1,0.2497919201850891,0,"(0.2, 0.3]",0.6310050798149109
/content/drive/MyDrive/Offical Project.v8i.coco/test/_panoid_3Qg2ykFdyT5RETgNQ6N3vA_heading_34_pitch_5_png.rf.5f10da7f7dc2bfb4d644567592547628.jpg,0.23324,0,0.8639354705810547,1,"(0.8, 0.9]",0.6306954705810547
/content/drive/MyDrive/Offical Project.v8i.coco/test/_panoid_02rmLTUP8rbHwH7-c6uiRA_heading_261_pitch_0_png.rf.44badc766a08c2d2ee54966ddca660b9.jpg,0.880797,1,0.2504713237285614,0,"(0.2, 0.3]",0.6303256762714387
